Income,RecencyInDays,WinePurchases,FruitPurchases,MeatProductPurchases,FishProductPurchases,SweetProductPurchases,NonFoodPurchases,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Age,CustomerLifetimeInDays,TotalFoodPurchases
22419,74,30,3,47,19,21,42,1,3,2,2,8,57,2596,120
87771,61,1492,38,287,50,57,33,1,5,10,4,6,61,2562,1924
78353,51,752,122,476,39,153,34,1,10,2,11,8,61,2598,1542
93404,97,1279,15,287,20,0,15,3,3,4,7,5,66,2577,1601
37859,75,22,1,8,2,1,2,2,1,0,3,8,58,2692,34
80995,83,860,28,409,73,56,56,1,8,9,4,4,62,2573,1426
16529,23,3,0,5,13,0,1,1,1,0,3,6,36,2279,21
55412,65,10,5,28,11,1,8,1,2,0,3,5,44,2378,55
48789,94,351,16,156,7,5,145,1,6,4,7,6,28,2816,535
56575,42,421,5,90,0,16,10,3,7,3,7,5,53,2579,532
25130,10,2,5,7,0,18,18,2,2,0,3,7,40,2429,32
35441,94,25,1,9,2,1,1,2,1,0,3,8,53,2659,38
71391,50,336,123,274,46,123,141,5,6,5,12,3,64,2616,902
49494,46,191,9,97,0,6,82,2,6,1,5,7,48,2589,303
81702,98,563,50,774,28,31,187,1,7,7,12,3,40,2803,1446
45889,42,31,0,6,0,1,8,1,1,0,3,6,40,2521,38
56628,30,479,5,82,7,17,171,2,7,6,5,5,43,2259,590
34026,11,18,6,15,12,8,17,3,2,1,3,5,70,2487,59
40049,61,91,65,52,10,44,28,3,3,2,6,5,46,2736,262
34176,12,5,7,24,19,14,20,4,3,0,4,6,32,2207,69
19419,76,2,14,28,16,3,7,4,4,0,3,9,39,2755,63
82504,2,362,50,431,134,35,54,1,3,6,7,1,60,2496,1012
81205,43,724,74,929,97,55,130,1,5,6,7,2,50,2326,1879
61618,27,605,91,399,0,45,205,2,3,6,8,3,29,2797,1140
55284,60,547,7,140,0,7,63,3,7,5,8,5,64,2711,701
49980,79,104,1,54,13,9,14,2,3,1,5,5,57,2408,181
15072,96,8,2,15,0,10,18,4,3,1,3,5,40,2574,35
49166,17,224,2,25,7,0,110,2,5,3,3,6,46,2540,258
65324,0,384,0,102,21,32,5,3,6,2,9,4,66,2328,539
82347,38,556,54,845,202,133,63,1,7,7,10,3,63,2759,1790
30843,43,24,0,2,0,0,9,2,1,1,2,5,54,2193,26
46374,1,408,0,21,0,0,17,3,7,1,7,8,46,2263,429
60474,25,265,199,303,234,9,170,7,10,2,12,7,41,2613,1010
38576,2,34,0,7,0,0,0,1,1,0,3,7,47,2276,41
55357,66,374,64,116,84,25,64,3,6,2,11,5,35,2654,663
37758,49,27,2,10,0,0,1,2,1,0,3,8,54,2792,39
85710,5,600,20,350,29,30,33,1,6,9,10,2,31,2579,1029
23228,71,13,2,18,6,1,0,2,2,0,3,8,51,2313,40
44602,35,167,2,89,0,0,34,6,6,1,4,8,51,2293,258
7500,94,0,2,3,4,1,5,1,0,0,3,6,33,2695,10
38683,80,46,35,69,84,41,66,6,4,1,6,7,31,2792,275
49514,61,88,39,78,58,13,93,2,6,1,4,7,45,2353,276
57906,29,243,11,119,10,3,15,3,4,2,8,4,47,2542,386
43456,0,275,11,68,25,7,7,3,5,1,8,5,54,2619,386
19485,80,6,0,4,0,0,0,1,1,0,2,7,34,2437,10
53172,54,121,62,90,68,20,125,3,2,3,8,3,42,2578,361
30545,71,4,12,15,19,7,12,2,2,0,3,7,41,2779,57
70123,27,1308,0,396,23,0,0,1,5,7,4,3,37,2433,1727
62450,61,515,47,267,62,66,38,2,5,5,4,3,61,2333,957
21675,55,4,0,16,17,4,4,3,4,0,3,7,44,2177,41
42395,35,48,13,57,24,15,25,4,3,1,4,7,39,2245,157
61346,34,562,58,168,43,16,142,1,5,7,10,3,42,2425,847
80812,95,769,22,500,210,143,33,1,4,8,5,2,67,2444,1644
42835,64,379,4,93,12,9,98,7,6,6,4,6,49,2523,497
39922,30,29,12,59,19,1,36,2,3,0,4,8,37,2659,120
86424,12,387,68,569,89,45,68,1,6,9,12,1,64,2244,1158
17117,96,12,23,38,30,18,7,4,3,1,3,9,42,2687,121
24762,16,6,10,12,3,15,40,3,3,1,2,8,48,2298,46
35797,16,27,1,14,4,1,21,2,2,0,3,8,45,2780,47
36627,78,9,1,5,0,0,1,1,0,0,3,5,45,2500,15
51111,83,22,0,19,6,5,3,2,2,0,3,6,39,2169,52
86857,96,899,102,838,133,102,40,1,5,6,10,2,48,2814,2074
82072,67,889,55,685,168,92,129,1,3,2,13,1,50,2521,1889
46231,87,189,2,55,0,5,12,4,6,1,4,9,67,2739,251
42243,34,48,0,2,0,0,5,2,2,0,3,7,61,2359,50
51195,46,230,14,156,82,24,58,8,9,2,5,8,58,2613,506
68092,7,852,60,207,78,36,48,2,2,6,10,5,42,2354,1233
31814,73,35,3,20,4,1,20,2,2,0,3,9,47,2664,63
51390,54,205,20,47,23,2,56,6,5,2,5,5,55,2818,297
76630,93,255,31,446,40,56,175,1,3,10,11,1,37,2325,828
26868,52,0,0,1,8,3,2,1,1,0,2,7,29,2219,12
48948,53,437,8,206,160,49,42,2,7,10,5,6,77,2672,860
55260,81,825,8,53,11,0,242,2,8,10,5,6,48,2723,897
64090,8,316,58,161,76,51,135,1,6,9,4,5,64,2485,662
78331,97,756,138,354,160,169,61,2,10,6,7,4,62,2316,1577
37087,50,194,55,134,15,0,3,3,4,2,8,6,46,2481,398
21846,38,7,17,18,6,10,26,4,4,0,3,8,34,2409,58
81320,61,183,33,493,59,103,57,1,4,3,10,2,62,2667,871
54137,46,171,0,11,0,1,20,2,4,1,4,6,50,2476,183
66825,73,243,101,405,29,40,40,1,4,5,6,2,53,2509,818
57100,19,181,21,69,39,3,96,1,3,3,6,3,47,2366,313
58917,10,151,7,89,0,7,28,5,4,1,6,5,51,2621,254
85072,94,494,92,391,194,11,241,1,3,4,10,0,43,2240,1182
86429,10,464,28,873,29,18,37,0,7,4,7,2,59,2379,1412
45684,37,5,1,5,10,0,7,1,1,0,2,7,49,2368,21
47889,94,29,0,29,0,5,4,1,2,0,3,5,46,2335,63
45921,23,102,9,49,24,3,12,1,2,1,6,4,34,2270,187
78420,75,604,28,674,91,28,28,1,3,10,8,1,54,2524,1425
75114,40,571,12,523,63,60,24,1,3,10,5,2,28,2393,1229
52278,24,953,0,71,0,0,174,6,10,5,10,8,57,2679,1024
35641,11,63,3,67,8,9,28,2,3,1,4,7,48,2509,150
95529,29,770,29,890,250,27,24,1,7,3,7,3,26,2732,1966
62820,51,398,61,265,138,61,53,1,3,4,6,1,66,2573,923
73113,86,741,19,154,50,9,28,1,3,4,7,2,60,2344,973
84169,9,1478,19,403,0,19,0,1,7,6,6,3,38,2485,1919
42607,30,156,29,56,30,32,47,2,3,2,7,3,66,2383,303
74637,73,960,64,464,146,0,16,1,6,9,9,3,66,2566,1634
46015,25,38,0,2,0,0,6,1,1,0,3,7,65,2236,40
72354,67,315,26,473,220,12,182,1,2,10,6,1,27,2597,1046
39858,67,15,20,25,2,7,26,1,2,0,4,6,51,2680,69
34469,58,19,6,20,0,5,12,3,1,1,4,4,72,2215,50
83033,82,812,99,431,237,149,33,1,11,4,10,5,34,2201,1728
24401,98,73,28,217,10,24,115,3,6,1,6,8,41,2826,352
77583,93,372,23,384,250,12,108,1,4,5,9,2,42,2298,1041
74116,53,871,111,704,145,55,166,1,4,4,10,2,38,2340,1886
74293,66,375,152,335,93,91,81,1,5,4,6,2,27,2215,1046
68397,6,760,80,466,17,13,80,1,6,9,5,3,44,2383,1336
79632,42,471,0,510,99,21,12,1,6,4,9,2,46,2241,1101
46107,78,31,9,27,16,9,33,1,1,1,4,3,31,2298,92
64950,29,819,0,72,12,0,63,2,11,2,10,7,69,2845,903
25443,82,1,4,3,8,9,7,1,1,0,3,8,31,2713,25
75127,92,203,35,305,46,17,227,1,2,11,5,1,68,2197,606
32892,78,26,0,15,2,1,2,2,3,0,3,8,49,2194,44
71796,54,354,21,311,167,75,32,1,9,3,4,4,49,2407,928
67536,45,1253,0,447,23,71,35,3,11,5,11,8,50,2562,1794
55239,59,371,17,238,23,24,106,3,7,5,11,5,49,2509,673
60554,8,588,7,76,110,15,15,2,8,4,9,6,45,2483,796
64831,51,480,86,249,75,86,144,8,6,3,5,6,68,2543,976
56067,51,517,12,54,16,6,120,2,7,4,7,5,58,2503,605
82025,76,267,98,606,48,70,98,1,3,2,6,1,37,2556,1089
94384,62,1111,24,790,160,45,172,0,5,8,5,2,67,2641,2130
14906,86,7,7,14,7,16,15,3,2,1,3,7,34,2713,51
51563,60,1166,0,48,0,0,36,1,4,4,10,8,33,2795,1214
57937,56,261,42,144,55,48,133,3,4,4,9,3,38,2292,550
68274,83,135,25,51,23,25,46,2,4,2,5,3,41,2431,259
39771,92,6,2,18,2,8,14,1,2,0,3,4,43,2364,36
67893,31,711,28,142,49,18,47,2,3,2,9,8,45,2795,948
27922,80,11,0,13,2,4,11,1,2,0,3,4,41,2209,30
52190,39,42,0,17,0,0,18,3,2,1,3,5,44,2211,59
44051,20,79,7,58,6,3,18,4,3,1,4,6,47,2675,153
42767,53,20,6,43,19,5,38,1,3,1,2,8,49,2573,93
46106,84,30,0,8,2,0,14,1,1,1,2,6,44,2208,40
16927,50,20,2,23,3,1,4,5,3,0,4,8,44,2663,49
59754,96,115,27,44,4,146,139,3,5,2,6,5,55,2734,336
53700,94,263,5,233,69,41,83,4,5,5,8,5,68,2840,611
59041,25,69,2,15,2,2,6,2,2,0,4,5,47,2212,90
54237,48,267,3,30,4,0,57,4,5,2,5,6,63,2587,304
70647,65,561,85,171,25,123,114,2,4,7,13,2,53,2805,965
52597,69,492,0,37,7,0,42,3,6,3,8,5,58,2212,536
41021,12,14,7,9,6,16,12,2,2,0,3,6,51,2705,52
40233,84,80,4,46,0,17,2,5,2,1,5,6,45,2417,147
50183,47,97,12,84,13,10,15,7,3,1,6,5,40,2163,216
54753,87,197,107,227,7,59,131,3,5,2,11,4,61,2449,597
92955,35,693,21,925,31,24,84,1,6,7,9,2,47,2473,1694
33471,47,43,2,27,0,9,12,3,3,0,4,7,47,2784,81
34596,48,14,0,2,0,0,7,1,1,0,2,8,46,2601,16
44010,46,186,36,234,86,72,48,6,10,2,6,9,40,2783,614
84219,27,434,137,400,45,137,45,1,3,4,10,1,32,2306,1153
40706,37,59,0,11,4,2,5,4,3,0,4,7,52,2687,76
15716,8,16,5,30,8,7,26,3,3,0,4,8,32,2753,66
59052,29,230,35,75,63,57,31,3,7,1,7,5,61,2383,460
80573,85,829,138,430,60,92,15,1,4,6,13,2,49,2782,1549
83715,2,318,8,407,150,35,8,1,2,8,13,0,58,2305,918
82576,66,1206,55,445,168,18,18,1,2,4,12,1,61,2856,1892
56962,60,292,3,77,10,3,26,7,6,3,5,7,55,2420,385
35704,54,30,9,12,2,11,30,3,2,0,4,4,68,2336,64
53103,70,729,17,133,11,0,195,5,10,6,7,7,66,2449,890
46779,55,12,1,3,0,0,7,1,0,1,2,4,60,2511,16
4861,20,2,1,1,1,0,1,0,0,0,0,14,55,2166,5
33462,78,22,3,18,0,0,11,1,2,0,3,7,41,2485,43
63693,63,587,43,337,42,87,54,3,11,6,9,6,42,2417,1096
80763,17,674,168,108,192,42,231,1,5,11,6,3,70,2477,1184
65352,43,284,3,84,4,7,23,2,4,2,8,4,46,2471,382
82170,13,1023,93,651,49,55,37,1,5,6,7,2,42,2375,1871
75759,46,1394,22,708,89,91,182,1,9,7,9,5,51,2406,2304
79689,65,311,26,640,180,37,121,1,4,9,13,2,44,2572,1194
35340,1,27,0,12,0,1,5,2,2,0,3,5,64,2159,40
85683,6,1296,17,311,45,69,51,1,2,4,10,1,66,2259,1738
24884,32,3,6,7,0,0,3,1,0,0,3,7,48,2736,16
42021,34,393,5,136,7,5,27,5,10,1,6,9,39,2826,546
64449,70,218,63,282,137,35,70,4,5,3,12,4,31,2290,735
64587,49,66,0,16,0,6,20,2,1,1,4,3,66,2166,88
34824,65,4,2,11,2,0,4,1,1,0,2,6,25,2254,19
75437,25,795,0,545,95,58,0,1,8,4,10,6,42,2391,1493
26091,84,15,10,19,8,17,20,3,2,1,3,5,63,2283,69
52845,7,384,25,292,130,41,64,3,8,8,6,6,47,2479,872
46086,34,244,8,32,7,2,50,4,3,1,8,4,64,2397,293
78028,38,158,19,288,25,0,38,1,6,4,9,7,64,2816,490
95169,1,1285,21,449,106,20,20,1,4,3,4,1,33,2422,1881
56337,25,349,16,144,28,5,182,5,8,5,4,8,39,2618,542
22434,25,4,12,11,3,13,15,2,2,0,3,8,33,2660,43
36930,50,223,2,31,0,2,39,5,5,2,4,8,66,2567,258
36130,46,157,43,127,68,56,37,6,3,8,4,4,66,2671,451
65569,96,397,46,288,20,38,70,2,6,5,10,3,67,2760,789
83844,57,901,31,345,75,31,191,1,4,4,11,1,68,2572,1383
19514,47,14,3,21,2,1,28,4,3,1,2,8,52,2313,41
36736,52,10,0,3,0,0,4,1,1,0,2,6,57,2574,13
77568,30,1230,0,396,232,178,158,1,10,2,8,5,41,2832,2036
49187,63,81,1,31,2,1,0,1,1,1,5,2,44,2328,116
30168,51,154,20,66,0,12,27,7,6,1,4,9,42,2638,252
34053,14,63,0,21,7,0,12,1,3,0,3,8,52,2816,91
38196,20,30,0,11,0,0,3,3,2,0,4,5,49,2231,41
59412,56,90,67,165,30,43,11,1,4,2,8,3,69,2230,395
70924,41,635,114,254,132,152,76,1,6,6,7,3,55,2242,1287
54165,72,127,4,73,15,6,11,1,2,1,7,2,51,2556,225
32300,1,13,3,6,6,5,6,1,1,0,3,8,47,2701,33
20180,27,18,42,24,15,20,18,1,2,1,4,7,44,2653,119
34961,77,45,2,26,4,1,1,3,3,1,3,7,47,2169,78
28440,87,38,1,24,0,0,0,1,2,0,3,8,46,2516,63
64504,81,986,36,168,16,0,108,7,11,3,4,7,67,2641,1206
33564,51,61,0,3,0,0,7,1,1,1,3,5,54,2164,64
17345,79,4,9,16,17,0,12,2,2,1,2,8,42,2762,46
56320,11,201,53,172,116,77,83,3,5,4,9,4,53,2606,619
28647,54,19,8,29,0,12,26,1,2,2,2,7,42,2471,68
15038,93,4,8,11,19,12,26,2,2,1,2,9,33,2675,54
32173,0,18,0,2,0,0,2,1,1,0,3,4,62,2491,20
68316,54,806,80,161,120,11,33,5,10,7,10,6,56,2761,1178
74538,21,380,98,733,110,112,28,1,8,8,5,3,49,2524,1433
91700,58,576,172,961,125,115,19,1,8,6,5,3,49,2687,1949
68695,3,458,81,356,106,50,40,1,4,4,7,2,51,2163,1051
31056,99,5,10,13,3,8,16,1,1,0,3,8,43,2682,39
79593,70,350,60,568,110,133,145,1,5,6,7,2,47,2207,1221
28071,65,39,33,130,41,26,44,2,5,1,5,8,40,2828,269
37334,44,26,1,16,2,2,15,4,3,0,4,4,62,2282,47
46423,6,68,0,16,0,0,8,3,2,0,4,7,48,2443,84
37126,9,45,3,9,4,4,7,1,1,2,2,6,49,2250,65
47703,95,359,0,134,13,26,123,4,6,3,8,5,67,2555,532
61180,70,403,24,29,6,24,218,2,5,5,6,3,61,2226,486
38998,92,34,1,14,0,0,5,3,2,0,3,8,66,2762,49
8028,62,73,18,66,7,12,2,15,0,1,0,19,29,2808,176
76081,85,292,30,415,63,33,200,1,4,5,4,2,58,2196,833
34728,2,14,0,16,0,0,6,1,1,1,2,6,34,2493,30
33168,0,80,1,37,0,1,3,3,2,1,4,7,55,2783,119
33585,91,30,11,33,13,6,29,1,2,0,4,4,54,2436,93
77037,3,463,96,333,168,53,10,1,7,7,12,3,60,2418,1113
35196,68,75,12,141,43,39,187,6,6,1,5,8,36,2752,310
44529,98,538,13,91,17,6,26,6,6,2,11,5,54,2518,665
70924,41,635,114,254,132,152,76,1,6,6,7,3,55,2242,1287
28764,16,8,0,3,0,0,1,1,1,0,2,8,54,2183,11
69098,82,1315,22,780,145,0,178,1,7,8,9,5,71,2657,2262
25959,1,4,2,12,7,5,26,2,1,2,2,6,50,2659,30
27100,64,12,0,13,2,0,10,1,1,0,3,7,37,2609,27
70596,68,347,44,534,17,0,26,1,3,5,12,2,35,2791,942
42557,98,192,5,53,0,5,15,4,6,1,4,8,46,2828,255
53312,32,241,0,12,0,0,25,1,5,1,5,7,69,2483,253
72228,87,631,28,491,30,14,56,1,6,7,8,3,68,2738,1194
67605,84,336,28,282,184,54,54,1,2,8,6,1,33,2614,884
62845,3,1099,0,45,0,0,34,11,3,4,10,8,71,2795,1144
65196,34,743,19,181,12,0,200,2,7,6,11,5,62,2498,955
42000,23,124,83,267,85,59,35,2,5,2,11,5,33,2694,618
35860,37,15,0,8,4,2,20,2,1,1,2,5,47,2200,29
65526,22,397,19,69,12,0,9,1,4,4,8,2,56,2238,497
16860,19,10,4,4,3,3,14,3,1,1,3,7,59,2814,24
83528,7,530,117,678,134,44,147,1,4,10,8,1,28,2218,1503
64176,52,1215,33,249,64,116,149,8,8,9,8,6,55,2854,1677
22304,91,3,2,7,0,4,2,1,1,0,2,8,64,2853,16
67023,93,444,44,382,11,8,17,1,3,7,13,2,42,2276,889
32892,78,26,0,15,2,1,2,2,3,0,3,8,49,2194,44
70713,23,736,114,279,82,76,190,6,5,6,8,3,54,2732,1287
59925,83,473,21,176,19,21,56,3,9,2,9,6,65,2735,710
39722,92,32,0,5,2,0,8,2,2,0,3,5,67,2284,39
46610,4,288,10,30,4,10,125,1,6,1,6,6,62,2505,342
88347,32,1050,178,555,77,138,118,1,4,7,9,1,59,2520,1998
87171,27,1001,44,107,58,44,44,1,6,7,11,2,39,2583,1254
26907,10,9,1,7,0,3,2,2,1,0,3,7,44,2472,20
50014,9,234,14,77,19,10,42,2,4,1,8,5,52,2317,354
41014,65,7,2,6,2,0,3,1,1,0,2,7,42,2592,17
66294,68,251,108,334,65,92,117,1,4,3,5,2,55,2263,850
36715,16,172,10,125,21,13,16,6,7,2,4,9,49,2748,341
79456,12,565,42,548,64,83,99,1,5,6,4,3,64,2835,1302
40479,95,5,0,8,2,0,0,1,0,0,3,4,38,2475,15
75345,16,918,57,842,99,38,133,1,5,8,6,3,50,2671,1954
54233,46,652,8,158,21,0,142,4,11,6,5,8,43,2669,839
24163,3,4,1,7,2,1,2,2,1,0,3,4,50,2419,15
84460,80,152,27,103,106,54,81,0,9,9,4,5,62,2700,442
43776,77,8,0,9,2,1,3,1,1,0,2,6,37,2216,20
71691,0,336,130,411,240,32,43,1,4,7,5,2,62,2263,1149
85844,62,938,19,843,25,95,38,1,6,6,7,2,47,2190,1920
39190,91,68,8,18,19,8,12,2,2,1,4,5,46,2223,121
71367,24,227,23,389,42,21,75,1,4,5,7,2,61,2469,702
38578,2,38,4,22,3,3,3,3,3,0,3,8,48,2531,70
57236,22,105,0,9,2,1,4,3,2,1,4,3,55,2268,117
61825,56,162,50,100,55,30,27,1,4,2,8,4,41,2485,397
79803,54,574,8,216,21,16,33,1,4,3,5,1,62,2186,835
80910,71,160,80,369,67,39,41,1,3,3,8,1,34,2765,715
27590,38,6,0,5,0,0,1,1,1,0,2,7,38,2591,11
56775,62,614,35,160,58,35,35,2,5,8,10,5,41,2702,902
83829,78,897,161,430,186,161,27,0,4,7,6,1,45,2423,1835
54210,18,70,54,109,80,9,45,2,4,1,7,5,41,2564,322
38508,95,120,19,206,25,19,54,6,7,2,5,8,34,2490,389
53187,66,211,2,30,7,7,10,2,4,1,6,5,50,2405,257
30023,28,11,0,16,7,6,21,1,2,0,3,8,48,2256,40
76045,78,760,53,400,17,93,0,1,4,5,11,2,60,2385,1323
50870,13,53,0,8,0,0,2,1,2,0,3,5,68,2169,61
15315,27,7,4,13,15,8,17,2,2,0,4,5,50,2489,47
65463,17,391,32,70,21,32,16,2,6,2,9,5,46,2309,546
66480,71,199,9,57,20,21,6,7,4,1,7,4,55,2188,306
76773,79,516,56,449,86,33,16,1,2,2,11,1,66,2648,1140
81698,1,709,45,115,30,160,45,1,8,2,5,5,37,2644,1059
54466,78,12,0,4,0,0,0,1,1,0,2,5,47,2299,16
98777,23,1000,19,711,125,115,38,0,4,6,9,1,60,2291,1970
16269,75,19,3,18,3,1,0,3,3,0,3,8,36,2462,44
71819,70,1224,28,140,0,14,168,3,3,3,5,6,49,2464,1406
33569,10,16,2,18,3,0,24,1,1,1,2,8,37,2415,39
36262,24,88,39,54,64,28,153,1,3,5,3,6,37,2441,273
22634,47,2,23,11,8,6,46,1,2,1,2,8,54,2688,50
47025,98,508,11,59,23,5,29,5,11,1,6,9,42,2449,606
70566,4,381,28,215,84,28,21,2,6,5,9,3,52,2425,736
31605,15,74,0,42,2,1,6,2,2,1,4,7,41,2743,119
52034,67,146,0,93,7,13,73,5,4,2,5,7,47,2567,259
48526,32,23,17,23,43,20,9,1,2,1,4,3,41,2346,126
46734,40,110,5,137,26,23,29,2,6,1,5,7,66,2747,301
39552,54,165,3,147,4,24,41,7,6,2,5,8,58,2717,343
86358,78,957,47,494,82,47,95,4,5,3,6,8,54,2849,1627
46931,94,41,0,17,3,1,16,2,1,1,3,3,43,2225,62
16581,51,1,3,4,2,3,11,1,0,0,3,4,35,2692,13
63998,42,176,29,818,0,33,112,1,7,6,11,4,68,2350,1056
67381,67,815,8,53,11,0,70,4,2,2,9,7,69,2689,887
25930,87,6,1,2,2,0,4,1,1,0,2,7,53,2421,11
42693,29,8,4,20,6,3,16,1,1,0,3,5,42,2181,41
85606,89,717,42,864,219,30,84,2,6,7,9,3,44,2753,1872
72903,74,1067,138,750,0,19,39,1,7,5,8,4,35,2402,1974
49669,97,166,5,107,11,8,29,2,5,1,6,6,46,2195,297
36778,63,29,4,34,2,4,4,3,3,0,3,9,52,2852,73
85696,88,714,76,395,116,0,12,1,4,6,9,1,58,2581,1301
10979,34,8,4,10,2,2,4,2,3,0,3,5,31,2197,26
49678,81,229,5,56,3,2,20,2,6,2,4,7,59,2671,295
56129,65,320,48,133,39,72,48,4,6,2,10,4,67,2533,612
37155,51,23,0,26,7,15,3,1,2,0,4,5,31,2673,71
21282,76,1,5,8,4,8,20,2,2,1,2,6,42,2208,26
33419,76,56,0,12,0,0,18,2,2,0,4,7,58,2475,68
63285,84,508,124,249,50,38,134,1,6,5,13,3,75,2395,969
21255,56,29,0,25,2,2,3,4,2,1,4,4,46,2318,58
42162,31,46,7,59,2,4,27,2,3,1,3,6,39,2381,118
54450,0,454,0,171,8,19,32,12,9,2,8,8,64,2812,652
57744,91,350,3,39,0,0,19,2,9,1,4,8,66,2388,392
26576,40,10,0,8,0,0,9,1,1,0,2,9,34,2783,18
57513,59,735,40,183,52,20,30,2,9,3,13,6,77,2517,1030
68142,96,897,126,196,91,112,37,3,10,4,7,6,56,2828,1422
7500,61,5,2,3,3,0,5,1,1,0,2,8,41,2828,13
83145,14,777,35,731,39,137,114,1,5,9,11,2,46,2804,1719
54197,16,162,6,37,6,13,13,2,1,3,6,1,60,2246,224
23091,98,35,0,11,0,0,2,4,2,1,3,7,57,2191,46
46049,11,342,9,112,19,14,19,10,5,2,9,7,44,2502,496
56715,52,258,105,239,237,172,9,1,7,3,4,4,46,2730,1011
79410,19,658,80,483,123,13,13,1,3,2,5,1,59,2190,1357
57304,61,356,80,329,138,17,106,2,7,6,10,5,69,2634,920
44375,73,213,5,28,7,7,41,1,4,1,6,5,55,2257,260
54450,0,454,0,171,8,19,32,12,9,2,8,8,64,2812,652
59594,74,457,4,29,0,0,9,1,8,1,7,7,55,2776,490
80685,55,241,45,604,34,26,54,1,6,4,10,2,26,2835,950
40344,48,210,0,6,0,0,2,2,4,1,5,7,46,2418,216
62710,53,441,35,83,7,29,11,4,4,2,12,4,48,2561,595
48985,13,19,13,18,10,7,8,1,1,1,3,3,52,2518,67
35322,34,28,9,37,12,7,13,3,2,0,4,8,52,2835,93
77142,54,476,75,162,29,151,97,1,4,4,8,2,72,2555,893
81657,69,364,40,425,158,60,50,1,3,4,8,1,51,2317,1047
14421,81,0,0,2,3,3,8,1,1,0,2,5,24,2291,8
20130,99,0,6,3,7,6,12,1,1,0,3,8,46,2263,22
74214,3,863,83,547,86,99,33,1,8,2,5,5,30,2831,1678
66726,61,349,7,35,0,0,47,3,8,2,4,7,63,2327,391
23724,65,5,23,15,0,18,14,2,2,0,3,8,41,2696,61
47353,93,184,2,19,8,8,4,3,2,2,6,5,60,2387,221
33444,24,8,0,8,0,0,2,1,1,0,2,8,68,2762,16
54386,8,277,21,64,62,21,25,2,3,2,10,3,39,2567,445
28510,72,44,5,19,0,4,19,3,2,0,4,5,39,2601,72
90638,29,1156,120,915,94,144,96,1,3,4,10,1,29,2295,2429
48070,33,373,14,83,6,9,19,3,8,2,6,7,70,2691,485
43140,68,134,8,76,6,0,11,1,4,1,5,6,63,2699,224
54959,55,1148,0,60,0,0,24,3,9,5,4,7,59,2685,1208
15056,76,6,12,3,21,6,40,5,2,2,3,5,62,2581,48
26954,17,4,1,11,0,0,1,1,1,0,2,7,49,2211,16
22327,94,5,4,8,2,0,5,1,1,0,3,5,35,2490,19
44393,86,24,2,20,2,2,10,2,1,0,4,4,55,2470,50
62000,25,899,0,101,0,0,20,1,6,6,13,4,68,2467,1000
31497,22,108,1,28,13,1,4,2,3,1,4,8,58,2729,151
45894,15,27,2,7,0,2,13,1,1,0,3,5,46,2281,38
78579,35,816,66,549,216,66,99,1,5,6,4,3,50,2713,1713
67369,81,1298,0,70,37,14,42,4,7,4,10,4,51,2748,1419
58401,55,10,0,11,17,29,29,1,1,2,2,4,60,2229,67
62307,94,87,13,34,10,6,10,1,4,0,4,5,68,2291,150
43641,50,57,2,51,4,2,23,3,2,1,4,6,51,2592,116
63841,64,635,15,100,20,7,131,1,9,3,9,6,52,2593,777
46891,91,43,12,23,29,15,61,1,2,1,4,4,55,2460,122
70091,11,964,34,137,15,0,11,2,5,2,10,8,51,2614,1150
78075,72,572,8,259,34,35,80,1,3,5,5,1,48,2244,908
59184,6,341,142,113,259,151,66,3,6,6,12,5,59,2817,1006
54809,0,63,6,57,13,13,22,4,2,1,5,4,43,2450,152
58113,66,221,104,169,102,78,84,3,9,2,8,7,61,2679,674
51412,42,140,3,29,4,5,14,2,3,2,4,4,62,2339,181
15287,60,1,2,8,4,3,13,2,1,1,2,7,41,2786,18
66636,64,291,10,689,84,10,0,1,3,4,9,1,63,2475,1084
50965,87,544,13,85,8,6,29,3,10,4,5,8,64,2653,656
84618,96,684,100,801,21,66,0,1,6,9,10,2,55,2378,1672
18351,1,1,12,9,0,14,7,1,2,0,3,7,30,2402,36
40451,54,35,0,4,0,0,10,1,1,1,2,5,63,2292,39
36317,53,87,3,25,3,2,13,2,3,0,4,7,55,2562,120
42213,96,309,3,24,4,3,20,2,5,1,7,7,63,2419,343
65748,58,172,73,93,95,78,34,2,2,4,10,1,65,2599,511
77044,12,625,38,242,50,34,76,2,7,11,11,4,48,2404,989
74918,78,972,59,913,25,19,59,1,5,9,6,3,51,2633,1988
56721,64,157,6,39,6,13,75,5,4,1,5,6,48,2765,221
42160,26,48,9,45,3,15,20,4,2,1,4,6,45,2525,120
61559,8,279,83,88,32,14,34,1,4,2,10,3,55,2506,496
33629,49,132,0,16,0,0,4,5,3,1,4,9,57,2849,148
68682,56,919,0,505,99,30,45,1,4,9,10,2,29,2425,1553
34377,55,62,0,22,3,1,26,2,2,2,2,7,57,2685,88
8940,25,1,45,3,4,6,42,3,3,1,3,8,34,2835,59
26228,50,2,6,4,3,1,9,1,1,0,2,8,47,2439,16
77297,84,408,61,109,48,122,41,1,5,7,9,4,63,2678,748
40211,30,51,1,7,2,1,25,2,2,1,2,8,39,2493,62
33438,81,62,1,16,3,2,6,4,2,1,4,5,62,2439,84
75032,74,952,12,180,47,12,12,2,5,4,9,3,61,2586,1203
